St1_VL,St2_VL,St1_BF,St2_BF,St1_TA,St2_TA,St1_GAL,St2_GAL
21.9714821815234,33.3100773552389,3.01026194456771,5.41019586601,18.076466682923,12.0454757144305,1.01508105512537,0.925114387793419
21.8215395689056,33.8033668199379,3.04840744601304,5.58540655908944,18.103498612614,11.9655760284412,1.01533810274632,0.951590292751108
21.760150020986,33.6077894991321,3.25077256385018,5.85695080666642,18.0898630374602,12.406220404466,1.01225353129494,0.943878864122655
20.8414798835344,32.9602112591308,3.2294369443977,6.58171533412784,18.0740744767557,13.6226572405608,1.00454210266649,1.01816562657675
21.0305379603133,32.4609458207404,3.24689336031336,7.72090810610557,18.0573290335843,13.2506691815387,0.993232007344754,1.01610924560917
20.9153646491722,30.7208509359045,3.3671486699546,8.75665545043492,18.0551760480337,13.2561712557236,0.993746102586651,1.02433476947951
19.4349529847395,30.3052491291922,3.33611504166009,9.42711112838095,17.9587701394897,13.245884769204,0.995031340691393,1.02613410282615
18.5874512612477,30.2932971818096,3.16607661996307,10.4201872338053,17.5958724639035,13.2564104763403,0.986034673958198,1.01945086468149
18.1539215334616,29.7733874706676,3.1460340683562,10.4635050066331,16.4172324852528,13.296360319335,1.00068638835226,1.00814076935976
17.679103260172,28.7156401273096,3.13051725420894,10.5281583989133,11.9636622635073,13.303536937837,0.931026483075233,0.976780959604055
17.0434769675532,28.4249904977788,3.12340538105812,10.5669504342815,11.8540992210429,13.6606933186216,0.91997343537445,0.991689721619064
17.2814293745335,28.7324815077123,3.2009894517944,10.6063890035724,11.8579267509106,14.2006142505912,0.921001625858244,1.00454210266649
18.0316857079579,28.7487796177795,3.47576636898539,10.6303107587161,12.1344657838557,16.718889682955,0.932568768800924,1.00736962649692
18.1137195286293,28.6852169885176,3.99557964291848,10.8611233691565,13.446830087261,26.1559037925128,0.940794292671273,1.04618381726013
18.0762338754748,28.9666310223437,5.26278613161107,10.918664888286,13.607107900473,31.1912585541566,0.958273530895767,1.09373762713559
18.3500421246029,29.0280205702633,5.34877514334378,11.582655227004,13.2415787981028,31.5020061352946,0.925371435414367,1.12638267499604
18.9128701922551,29.086693766505,5.34037020234735,11.5412770559446,13.2533006083228,31.5417167576725,0.922029816342038,1.13872096080157
19.3235825659473,29.3420308242237,5.36429195749103,11.5386909202534,13.2748304638289,31.5862117923851,0.939509054566531,1.15131629422804
19.6528043893037,29.1801362642233,5.41666120523802,11.546449327327,13.2760265669125,32.5957227950046,0.942850673638861,1.19167277071695
20.4036039930637,28.8362461418065,5.41342853562401,11.5748968199303,13.2788972143134,32.7351884145608,0.93488219738946,1.2068385803529
21.1326727834008,27.531854066099,5.51428782758118,11.5619661414743,13.3360709417129,33.0523949523507,0.937966768840841,1.22354667571455
21.4537455517236,27.1765552666352,5.63971540860483,11.5645522771655,13.4853446065552,33.5535621444094,0.98731991206294,1.21197953277187
21.4548320923948,27.2227332451588,5.62678473014878,11.5561473361691,13.5004155054095,33.6059514594742,1.1086463891506,1.20915200894144
21.3787742454148,27.2015457020715,5.74962617548123,11.5593800057831,13.5097451094621,33.6107358718089,1.1420625798739,1.27855486659752
20.857234723266,26.8815594744198,5.78971127869497,11.5315790471026,13.7456166375623,33.6238930057293,1.14077734176916,1.31171400969987
20.7273931130644,25.4174459200542,5.92936260602028,11.6330848729825,14.0915296493603,33.5504522763918,1.14360486559959,1.31634086687694
20.7328258164201,23.2362155227342,6.02698922836343,11.7417025720133,16.3354190343296,33.4966276376266,1.14000619890631,1.31993953357022
20.4215319141375,23.1166960489084,6.05866939058075,12.1858713769785,16.490912435207,33.5779626473163,1.17522172297625,1.30914353349038
20.3438442561508,23.6735481428693,6.05543672096674,14.2896927617774,17.0339432351942,33.8071359981479,1.17907743729047,1.33253486699669
20.1966179952109,23.6436682744129,5.98625759122689,14.6420537497046,17.8202614024004,34.1281700658056,1.21609229470705,1.35078524808403
20.0841610357476,23.4801439034058,5.9888437269181,16.7174276419002,18.4513253893459,35.3135082217248,1.22663124716593,1.40579343896699
19.3420537573567,23.9989670738767,6.04185950858789,16.8810007243692,18.3391309200975,37.9530685067729,1.2328003900687,1.73121572708771
19.2638228290344,23.8066493750844,6.00823974460217,16.8680700459131,18.3733394682905,37.9461311088876,1.23562791389913,1.7666882987786
18.9731731995036,23.2785906089087,6.08065154395603,16.9391887774214,18.3171226233579,38.0011518507365,1.23382858055249,1.79727696567146
18.4722779501065,22.8727676682367,6.11621090971016,16.6999712259845,17.8563837155273,37.9762729065962,1.23202924720585,1.79830515615525
18.7401102255434,22.9515418668946,6.53710449345448,16.7090227009037,17.5934802577362,38.0176580732912,1.23717019962482,1.79573467994577
18.2908256580256,22.2534394856851,6.54550943445091,16.672170267304,18.4183129442366,37.6805962243124,1.2407688663181,1.79470648946198
18.9563318191009,21.9964726169597,6.5687846556718,16.8447948246922,17.8571013773775,37.647583779203,1.14489010370433,1.79239306087344
18.8465912113154,21.600428542328,6.64507565856247,17.3090061812643,18.3125774316399,37.559311371628,1.13923505604347,1.77285744168136
18.6553600531942,21.6161833820596,6.64766179425368,17.6484364907355,18.4915144529573,37.3509502144523,1.14874581801856,1.77825544172128
18.471734679771,22.101323791725,6.69744490630946,17.6329196765883,18.4707022593014,37.0287200437109,1.15260153233278,1.749723155796
19.6647563366863,21.9041166599125,6.68580729569902,17.0031956357788,18.4419957852933,36.8323199173719,1.16828143721064,1.75049429865885
20.1412044209826,21.8660877364225,6.58430146981905,16.4445903264776,18.4312308575402,36.8040918845973,1.17753515156478,1.77722725123748
20.7279363833999,22.013857267698,6.60563708927153,16.050851167491,18.4285994307562,36.7215607718239,1.16416867527546,1.83172134687855
20.4861810840706,22.5995026894442,6.77438244312294,15.3803954895449,18.4290778719896,36.7320864789602,1.18833115164462,1.84148915647459
20.4845512730639,22.7771520891761,6.79830419826663,15.5976308876065,18.4293170926064,36.7708402188712,1.19552848503117,1.84560191840977
20.4861810840706,23.0553065009888,6.77955471450536,15.7450406220054,18.4283602101394,36.8880583210711,1.21737753281179,1.87567649006073
20.5035657348089,24.0522075667627,6.75433989151607,16.0954620081643,18.4228581359545,36.8304061524381,1.31634086687694,1.87002144239987
20.46662335199,23.4209274368285,6.76727056997212,16.174985680669,18.4226189153378,36.8308845936715,1.31762610498168,1.8638522994971
20.4090366964194,22.8494070438072,6.78020124842816,16.4297200462531,18.423336577188,35.9333288396838,1.57236029734158,1.8808174424797
20.4182722921241,22.8743974792434,6.93860205951474,18.2729882601626,18.4226189153378,33.2409007983374,1.61965705959609,1.87927515675401
20.5823399334667,22.5658199286388,6.96446341642683,25.3066308063293,18.4037204866158,24.4177267913202,1.62685439298265,1.84483077554692
21.7552605879659,22.3349300360208,7.56509343071021,28.2069819840206,18.4661570675835,23.6115533129251,1.62197048818463,1.85536972800581
21.7998087554828,22.2686510550811,7.68599527427424,28.258058163922,18.8338391555043,23.5955255316039,1.63636515495774,1.87104963288366
21.699303743402,22.3593772011215,8.24007484611585,28.3123670134374,18.6376782497821,23.5383518042043,1.62685439298265,1.89264163304333
21.7161451238047,23.6197643796477,8.33123612923098,28.3162462169742,18.5970107449372,22.3821985635267,1.6340517263692,2.01371106251004
21.3385722405825,27.3580075587161,8.40946673389007,28.3686154647212,18.5883988027348,21.8310342625705,1.64073496451386,2.01859496730806
21.3092356424616,27.2852093337495,8.61247838565,28.3964164234017,18.5869634790344,21.3619226331542,1.62891077395023,2.01139763392151
21.0066340655482,26.6903283162986,8.59243583404313,28.4035282965525,18.5900733470519,20.6887558176634,1.62531210725696,2.03427487218592
20.2884306819225,26.5822175195198,8.59825463934835,28.4119332375489,18.5881595821181,20.7141132030372,1.63225239302256,2.10162134887441
20.0048435667541,26.613727198983,8.52325670430328,28.4164589750085,18.5398370175377,21.8233792028349,1.6271114406036,2.08131458681948
19.9793098609822,26.5805877085131,8.45924984594585,28.4222777803138,18.4364937111084,23.062063556286,1.63250944064351,2.13246706338822
20.8996098094406,26.4051113901235,8.49804188131399,28.4048213643981,18.4185521648533,23.6426519931005,1.57750124976055,2.12424153951787
20.7458643044738,26.2328946937473,8.42563008196012,28.3744342700264,18.4089833401839,23.6634641867564,1.67415115523716,2.13889325391193
20.7800903356148,26.0394904542838,8.390070716206,28.4054678983209,18.2168891849462,23.5560541298427,1.68289077434941,2.14968925399177
20.7947586346753,25.5842299130747,8.29244409386284,27.8468625890197,17.9544641683885,23.3134844244739,1.78982258466396,2.15457315878979
21.1544035968237,25.5277297981753,8.21873922666337,27.3975215126721,15.9275478827973,23.1122998858002,1.78493867986594,2.15046039685461
21.1478843527968,25.3598592644837,8.18317986090925,26.7645648022486,15.7402381398943,21.0181626069067,1.81912601345208,2.13915030153288
21.1544035968237,25.1186472354898,8.21033428566694,26.3682395075707,15.1699361895993,15.7127277689698,1.93351220477413,1.94533639533776
21.2103604413876,25.0876808263623,8.21162735351255,26.3759979146444,14.1113849605493,15.4584362533811,1.90832153792118,1.94867801441009
21.5118754776298,24.9768536779057,8.19417093759689,26.5137096402012,13.3946799928128,15.1869208533874,1.90215239501842,2.05175411041041
21.642260358167,24.9773969482412,8.15085316476913,26.5421571328046,13.3779345496414,14.9835833291631,1.89855372832514,2.24145525467036
21.8264290019258,25.165368484349,8.18124025914084,26.7471083863329,13.3281766613607,14.7175700033544,1.8982966807042,2.48796392315991
21.9736552628657,25.2707629294499,8.1159403329378,27.0516258639728,13.3049722615374,14.6240347422113,1.90497991884885,2.49207668509508
22.9634938142772,25.5429413675713,8.09266511171692,26.9055091974195,13.292772010084,14.6163796824757,1.90318058550222,2.51701030432708
25.6352973246185,25.4272247860945,7.75323480224569,26.769737073631,13.1966053221567,14.608963843357,1.89906782356704,2.52806335202786
25.6907108988468,25.7265667409945,7.73319225063882,26.285483165452,11.4096273151503,14.6058539753394,1.8972684902204,2.65710125774398
