St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
45.513824,10.507264,-2.2459674,39.282418,-7.7365292,-0.739454,7.2065982,-2.1841366,-0.7695088,8.3075042,-2.183607,-1.2151672,1.8644568,-0.8809234,0.314119,0.4078582,-1.0793248,0.2741342,0.726545,0.056932,-0.14895,0.7079428,0.1369678,-0.0901644
45.52905,10.6599874,-2.2085644,39.2580564,-7.7994854,-0.7638156,7.207525,-2.129985,-0.7797698,8.3738366,-2.190227,-1.2218534,1.848304,-0.8674848,0.296576,0.3499994,-1.0931606,0.2749948,0.7221096,0.0569982,-0.1492148,0.7087372,0.1375636,-0.0888404
45.559171,10.7897394,-2.1737432,39.2319736,-7.8521144,-0.785463,7.2097096,-2.0782828,-0.789435,8.4399704,-2.1963174,-1.228672,1.8322174,-0.8545758,0.280026,0.2933322,-1.1059372,0.2751272,0.7180052,0.0570644,-0.1493472,0.7097964,0.1381594,-0.087715
45.6047166,10.8936072,-2.141901,39.2078106,-7.8974614,-0.8048596,7.2136816,-2.0294934,-0.798703,8.5054422,-2.201481,-1.2355568,1.815866,-0.8423288,0.2646014,0.2379228,-1.1176546,0.2743328,0.7143642,0.0571968,-0.1494134,0.710988,0.1387552,-0.0869206
45.6648924,10.9684132,-2.1135674,39.188745,-7.9407562,-0.8227336,7.2199706,-1.9837492,-0.8075076,8.5700534,-2.2050558,-1.2423754,1.7991174,-0.8309424,0.250236,0.1839698,-1.128048,0.2726116,0.7111866,0.057263,-0.149281,0.7122458,0.1392186,-0.0864572
45.7380434,11.0118404,-2.0891396,39.1776234,-7.9881554,-0.8399456,7.2289076,-1.9411164,-0.815915,8.6334068,-2.2066446,-1.2489954,1.7818392,-0.8204166,0.2369298,0.1314732,-1.136985,0.2699636,0.7084724,0.0573954,-0.1490824,0.7135036,0.139682,-0.0862586
45.8221174,11.022962,-2.0688162,39.17716,-8.0448888,-0.8574886,7.2405588,-1.9011316,-0.8237928,8.6951052,-2.2055854,-1.2553506,1.763899,-0.8107514,0.224749,0.0805654,-1.1443332,0.2663226,0.7062878,0.0574616,-0.1488176,0.714629,0.140013,-0.086391
45.915658,11.00244,-2.0524648,39.1888112,-8.1138692,-0.8762894,7.254858,-1.8633314,-0.8310086,8.7546852,-2.2012824,-1.26111,1.7452306,-0.8019468,0.2135612,0.0313126,-1.1500264,0.2616224,0.7046328,0.0575278,-0.1485528,0.715622,0.1402116,-0.0867882
46.0180032,10.9526576,-2.0397544,39.212908,-8.194898,-0.8969438,7.2716066,-1.8269214,-0.83743,8.8117496,-2.1931398,-1.2662074,1.7257016,-0.7939366,0.2033664,-0.0162852,-1.1539322,0.2559954,0.7035074,0.0575278,-0.1481556,0.716284,0.1402778,-0.0874502
46.128822,10.877322,-2.0298906,39.2490532,-8.285923,-0.9199152,7.290275,-1.7911734,-0.842726,8.8657688,-2.1805618,-1.270378,1.7053782,-0.7865222,0.1940322,-0.0620956,-1.1557858,0.2493754,0.7028454,0.0574616,-0.1476922,0.716615,0.1402116,-0.088377
