St1_GRF_X,St1_GRF_Y,St1_GRF_Z,St2_GRF_X,St2_GRF_Y,St2_GRF_Z
-41.0015140143736,21.2185189425953,379.026571148748,-42.9593431996953,16.8833799629799,560.951325877631
-41.8998396287298,20.8194469558087,384.90166290626,-42.7160338946477,16.6089803361615,564.204605638907
-42.8328643805923,20.3777745190799,391.024733252585,-42.5424350572953,16.3958175543483,567.702403195665
-43.7975718619697,19.9016349785053,397.397158296225,-42.4379739035388,16.2448398104616,571.410277279472
-44.7884891220166,19.4018339226175,404.016504090676,-42.4014466470142,16.153436807852,575.294738840403
-45.7982108358432,18.890532617856,410.875434296959,-42.42913023188,16.11899251067,579.32291404372
-46.8180895931251,18.3805068785665,417.960903708701,-42.5136148974742,16.138851336959,583.457674936449
-47.8382163747966,17.8862512849841,425.254393280942,-42.6467258424724,16.2102832567067,587.660134921279
-48.8490639561461,17.4222907860479,432.73234401395,-42.8179457586462,16.3313669817718,591.885600376139
-49.8422637815184,17.0034067637436,440.366346146866,-43.0170250308402,16.5007829391601,596.083363125611
-50.8099002738137,16.6449601366571,448.123367666517,-43.2351426871278,16.7169942239856,600.200717177753
-51.7433774014735,16.3623813073321,455.966644090857,-43.4641710773647,16.9780311535268,604.183711909139
-52.635890707122,16.1686670812813,463.858667840605,-43.697285322552,17.2814753662389,607.979364866234
-53.4803350838138,16.0753669372457,471.759899291885,-43.9295086633142,17.6232296698006,611.539756268932
-54.2702772378399,16.092307770987,479.630780870562,-44.1559669645077,17.9958170906124,614.821098592152
-55.0022070608892,16.2261353897248,487.434702258477,-44.3727063675143,18.3894582191534,617.786818947721
-55.6726318449085,16.4795938307765,495.134239645236,-44.5761053190837,18.7934498719576,620.409818141373
-56.2795150168866,16.8519522478897,502.695341913177,-44.7631755319144,19.1947577730012,622.6719750911
-56.8217604066399,17.3390417719886,510.088040942603,-44.9321669123345,19.5804576624998,624.56421131559
-57.2981449926325,17.9331987542872,517.285538522978,-45.0820915839952,19.9386185611109,626.085882994569
-57.7083600084367,18.6236686254555,524.265570642645,-45.2132417755302,20.259358910149,627.242429513329
-58.0524181078414,19.3970640127653,531.012280426292,-45.3270660221889,20.5351266385536,628.044304180019
-58.3302820809234,20.2381912419594,537.515894853994,-45.4243742163253,20.7590223396493,628.506753984993
-58.5416129552305,21.130818516101,543.771699601374,-45.5066536781311,20.927831901743,628.644805334355
-58.6856348294387,22.0580415491353,549.779406853113,-45.5736840190618,21.0374800828219,628.472618859085
-58.7625479423563,23.00287141407,555.542096681571,-45.6268960977747,21.0848298082824,628.00447166455
-58.7725645352717,23.9494113878004,561.064105852424,-45.6660767433978,21.0686261900898,627.256350447843
-58.7156131774551,24.8835188377467,566.350093139622,-45.6886630619805,20.9880991755216,626.248070202262
-58.5928821607304,25.7928103991505,571.405793604519,-45.6923733800136,20.8411679718295,625.007356874382
-58.4061937664666,26.6685514484475,576.235591835408,-45.6744615855116,20.6243969976047,623.574698466091
-58.158779409917,27.5037561931278,580.842022411139,-45.62968736578,20.3329512036,622.0052323653
-57.8553837846513,28.2929449805627,585.22647619529,-45.5537342759203,19.9585524233167,620.366626307629
-57.5017700331685,29.0342373631007,589.389898988719,-45.4423792842378,19.4920756578379,618.736718311762
-57.1067968298372,29.7285584515529,593.329731444868,-45.2895970544225,18.9229616778373,617.200028540131
-56.681162911168,30.3784582978854,597.042618585491,-45.0915315413648,18.2436002927042,615.839160411836
-56.23677966486,30.9884525430878,600.52495388605,-44.8439207107852,17.4502139842013,614.732026267726
-55.7867323201948,31.5657963886954,603.77181697813,-44.5435306899399,16.5437365997143,613.950210769922
-55.3437821190958,32.1180802218206,606.779930909025,-44.1905206386873,15.5295972843458,613.555650894833
-54.9211336991978,32.6534440508562,609.548901621258,-43.7874101956137,14.4168527231244,613.599145446636
-54.5317604978895,33.1808108057226,612.079789511153,-43.3413870277963,13.2193228990361,614.119605775062
-54.186930452631,33.7092142432413,614.373309670205,-42.8630471745596,11.9511429603129,615.139051857345
-53.8956984605709,34.2454133168704,616.431317305144,-42.3651531731271,10.6324077913463,616.662719621287
-53.6645974036498,34.7949600500458,618.25653539543,-41.8605042564019,9.28398991952436,618.67942233421
-53.4980720996602,35.3619339355592,619.851879160357,-41.3601945318626,7.92921982713725,621.159966532031
-53.3983897484838,35.9482425987623,621.221085699568,-40.8732840116817,6.59406022975117,624.058463098335
-53.3639417965808,36.5536610787849,622.372129495822,-40.4079616179774,5.305568304646,627.315085618921
-53.3912541862343,37.175429657037,623.316122753467,-39.9711347525568,4.09105861234596,630.856944744815
-53.4741555607916,37.8087204085142,624.066082151512,-39.5673924411479,2.97526955563418,634.601333977238
-53.6040396757837,38.4468114252747,624.635959797695,-39.2026910717346,1.97922467016061,638.464010403034
-53.7730477351339,39.0803641329032,625.040144945413,-38.8814482666426,1.12197742213413,642.35563416446
-53.9711065108591,39.697956593192,625.294445125075,-38.6079667258618,0.414755697753307,646.190576225944
-54.1879120922575,40.2866831413116,625.413348855169,-38.3847217864381,-0.135951031774394,649.886919598218
-54.4143579436376,40.8328970168391,625.410386055716,-38.2145192594798,-0.530443237999866,653.367195240096
-54.6417687618653,41.3232748799066,625.302165118981,-38.0985306503174,-0.775912593609262,656.563578530517
-54.8625028060431,41.746061690034,625.103698970356,-38.0349352021665,-0.883500470740164,659.419323488735
-55.0694935044796,42.0903762179591,624.830758786593,-38.02170987041,-0.86862990774,661.88755009489
-55.2569586650913,42.3462850642764,624.499264853123,-38.0522178124815,-0.750076535871793,663.935708608231
-55.4215531742072,42.5058298361408,624.121908699961,-38.1187361484785,-0.550414957388112,665.543287675542
-55.559795689913,42.5632465454052,623.711271201205,-38.2109507403704,-0.293016801367904,666.703918614236
-55.6705924221434,42.5139909398433,623.277754156247,-38.3175513189094,-0.00171753946623207,667.422160923531
-55.7544107083883,42.3555639947803,622.829288166747,-38.4264861079598,0.299783684580837,667.714671771494
-55.8114563412291,42.088954640344,622.372851767396,-38.5265799643794,0.589623866188336,667.607051682292
-55.8458520227279,41.7174629970269,621.915761057095,-38.6078535851691,0.849241065077729,667.132312914039
-55.8616004904832,41.2464152664607,621.465916831302,-38.6609330205502,1.06352128590744,666.331257370758
-55.8630353257258,40.6829300366695,621.0319876487,-38.6795602189566,1.22092415959784,665.244980341597
-55.8562964027493,40.0352534607037,620.623838768747,-38.6580151675305,1.31570920655956,663.915689997087
-55.8464346376117,39.3115086068854,620.253342448474,-38.5905792455202,1.34600433370613,662.383876341887
-55.8386693561375,38.5220467330702,619.933595662572,-38.4744276688044,1.31341396449685,660.688644722449
-55.8379280272876,37.6772618151471,619.67911674737,-38.3080714508529,1.22310188355909,658.866456189534
-55.8476387969182,36.785911117326,619.506314043112,-38.0921634530446,1.08358194681075,656.948800473396
-55.8690449753241,35.8576210620842,619.433387558964,-37.8306731853788,0.907286321649952,654.961795084355
-55.9035093350852,34.9013952784548,619.478217559361,-37.5301153037851,0.710037893378736,652.927989189769
-55.9516564915937,33.9260306042304,619.656797142223,-37.1992053978714,0.50882524724663,650.868431153347
-56.0124865202043,32.9408137736707,619.982043228268,-36.8476302379809,0.321933562458916,648.803531178435
-56.0840704933397,31.9554125482216,620.462929000573,-36.4869534864205,0.166099346060927,646.752099401853
-56.1653186059484,30.9782303588484,621.104761425804,-36.1281253825649,0.0549972652335339,644.734841391898
-56.2548138467318,30.0184486334588,621.907280595644,-35.7808381590085,0.00122594429744062,642.774226285404
-56.3498484219637,29.0863958958615,622.863430364508,-35.453711508585,0.0148880728995563,640.894241498648
-56.4467446865453,28.1918908157541,623.959351377543,-35.1515680705443,0.103322082219321,639.120230328956
-56.5428255134723,27.3457691009307,625.174729577749,-34.8752771567112,0.271923781470726,637.477880438743
-56.6346701527212,26.55891662479,626.484439597903,-34.62509426705,0.52195698492,635.99225132065
-56.7185490536665,25.8412191579288,627.860652887546,-34.398148309991,0.849018142216534,634.688041503889
-56.7923781290356,25.2008733571894,629.27561326241,-34.1878461612598,1.24443497180869,633.59153592465
-56.8546697383463,24.6440679886354,630.705147518827,-33.9861284965437,1.69634769753106,632.727615235249
-56.9030137423078,24.1738137212071,632.127009403183,-33.7830097308789,2.18799805215709,632.120835316558
-56.934904967081,23.7910257910825,633.522222814933,-33.5669632739081,2.70309719036858,631.790707367297
-56.9486116739348,23.4954765222483,634.876741438834,-33.3269972490467,3.2271595021116,631.748360151329
-56.940498001369,23.2828004041457,636.177991089768,-33.0532375019892,3.74767575627653,631.995922932017
-56.9075314869538,23.1482198660541,637.416229203282,-32.7382034330623,4.25544533989234,632.52711725141
-56.8474859933466,23.0852181435837,638.584525505716,-32.3803938435455,4.74112398466538,633.330312505125
-56.7580713994739,23.0839301764243,639.677494743578,-31.9802443746611,5.1982715148997,634.387342750224
-56.6367126111537,23.1341632508317,640.689603245667,-31.5392396096691,5.62027048491033,635.675692802536
-56.4822884467842,23.2251065076494,641.617305665686,-31.0606759775395,6.00380207026994,637.166522244565
-56.2940448271875,23.3451498133265,642.457668136865,-30.5481425880866,6.34871802121529,638.823938452634
-56.0710736780277,23.4825141280905,643.207089629022,-30.0053965215847,6.65589001540042,640.607962505986
-55.8138647125385,23.6266859015789,643.862135765909,-29.4363746491253,6.9283755726813,642.475370808744
-55.5224565893315,23.7674722279021,644.419575861825,-28.844480069308,7.17040435042678,644.380086294445
-55.1969001925335,23.895213658316,644.878146001363,-28.2327427823636,7.38339064396972,646.276654027876
-54.8375666803235,24.0013912202447,645.238735682642,-27.603739809578,7.57072923785624,648.120216906797
-54.4445052989824,24.0790078179447,645.502628226469,-26.9604976576739,7.73363413769856,649.870773197642
-54.0170856390787,24.1213072017739,645.672478587475,-26.3031083707835,7.87422179812376,651.493846573584
-53.5549432879744,24.1231261606393,645.75052553521,-25.6325546255894,7.99436208227726,652.960209979044
-53.0577565473194,24.0815194565889,645.738770025225,-24.9495727559027,8.09623021211067,654.248395177935
-52.524632767697,23.9954072388723,645.640815007572,-24.2541407449035,8.18260613509791,655.344315175071
-51.9569112569502,23.8656918130045,645.460937479858,-23.547595797923,8.25525945069698,656.241911189831
-51.3551471143033,23.6942046653372,645.20347153664,-22.83172288887,8.31430734561,656.94583794413
-50.7191582691823,23.4836120616613,644.873257526186,-22.108208088107,8.35834275449546,657.466620287333
-50.0497269419471,23.2375468153471,644.47620986841,-21.381214345091,8.38380581373288,657.820305256599
-49.3471453796884,22.9592551367316,644.018352885306,-20.6538183250152,8.38695825959712,658.027438670984
-48.6116025667245,22.6527567635008,643.508203057515,-19.9297040715061,8.36509814483972,658.108842580205
-47.8428429368107,22.3224583398113,642.957039215811,-19.211184326429,8.31526408848544,658.083991130747
-47.0401413261484,21.9722764675803,642.378051934043,-18.5004680044054,8.23736481682423,657.971527071817
-46.2041383017085,21.6057869306775,641.785883848921,-17.799644326458,8.13495598571167,657.786119679026
-45.3369683710534,21.2257712631862,641.196722271045,-17.1083272180699,8.01235853679365,657.53630558848
-44.4408907745738,20.8353843742479,640.626774238457,-16.4271080717719,7.87753749350872,657.228529539702
-43.5184850742154,20.43854495317,640.091258412382,-15.755689070039,7.74206032272544,656.863566576291
-42.5759465287327,20.0381652887382,639.60501367691,-15.0910951864648,7.61872940751891,656.439620392554
-41.6201142042952,19.638040408031,639.179474293122,-14.4298064461536,7.52042056853641,655.952253305882
-40.6579302154211,19.2423497947342,638.822645073564,-13.7660015059572,7.45976404966901,655.396333518527
-39.6970294690705,18.8550346482694,638.538588431969,-13.0928982594868,7.44718018805685,654.768862296815
-38.7464202765715,18.4802085511094,638.325493715915,-12.404621908383,7.48963002776785,654.06961734955
-37.8151042508393,18.1233657613464,638.177711119065,-11.6962409497818,7.59113539074289,653.301415044124
-36.9107510210141,17.7896214747883,638.086026166283,-10.9644525253501,7.75305156024989,652.471037838027
-36.0394327547351,17.4838225095751,638.039324150504,-10.2069449889824,7.97403245529097,651.586933354691
-35.2062685684679,17.2121244161819,638.027460995631,-9.4248029960523,8.24913469145852,650.659160582739
-34.4155444917905,16.9784971987002,638.040278012985,-8.62119880282263,8.5702143632458,649.702338311116
-33.6705464257733,16.7871744211232,638.069224877939,-7.80086094971799,8.92644071770991,648.731474576835
-32.9733839569643,16.6427899197828,638.108015719863,-6.97159437986486,9.30560018006133,647.762693145712
-32.3252775784682,16.5486101037597,638.152237675512,-6.14224345341233,9.69404354913324,646.813677497772
-31.7281220781301,16.5070911242794,638.199038219353,-5.32148486088334,10.0778893643273,645.900480130524
-31.1819075732902,16.5187402734562,638.246815550163,-4.51908280103,10.4456317007,645.03561052455
-30.6853335286736,16.5821821110546,638.295356152197,-3.74227111019643,10.7866833029534,644.228083770578
-30.2371171656738,16.6946901268924,638.345760080515,-2.9990842934932,11.0923565454425,643.485172549822
-29.8336100944202,16.8519024278895,638.399182776328,-2.29713863439969,11.3570569800908,642.811875563478
-29.4703173744416,17.0494746157934,638.456690109561,-1.64369370980375,11.5735451173273,642.212955643487
-29.1412085797622,17.2823940414287,638.518170109947,-1.04529226180125,11.7369425317077,641.691400820636
-28.8384233527237,17.5450035652647,638.581186810667,-0.507919450455327,11.8449300911397,641.248003036133
-28.554730414486,17.8341280907883,638.64064516104,-0.0370527029497453,11.896769611456,640.880199761437
-28.2820654291809,18.146170598004,638.688559606312,0.362575419963171,11.8961618509734,640.582371728268
-28.0127317148788,18.4782014547174,638.715035708103,0.686069906695369,11.8495943058168,640.350804042798
-27.7401410826808,18.8285309590631,638.708886502959,0.928465243400099,11.7647841660977,640.178970688618
-27.4578818393314,19.1948254911507,638.65737097112,1.08592248708675,11.6474967129472,640.062490776121
-27.1622753168891,19.5764095535876,638.547869238909,1.1536164906212,11.5036963885223,639.996061099592
-26.8508246864693,19.9717357606925,638.369560265142,1.12937087222887,11.3378092133832,639.973479969655
-26.5213609579673,20.3778641363701,638.113565356154,1.01298484522731,11.1527208892036,639.991509578544
-26.172863890228,20.792647873965,637.771928547373,0.806131631197756,10.9508378235219,640.048365698931
-25.8044530577174,21.2113522625419,637.339512870757,0.513307572424345,10.7328210574181,640.14234305276
-25.4153254038969,21.62805370654,636.81488713012,0.138952663219179,10.4970407184206,640.276359129794
-25.0040580867828,22.0366950931685,636.200173124247,-0.310572675865884,10.2418577623471,640.454408880324
-24.5678205556719,22.4307897842748,635.500789319521,-0.829159535231386,9.96338073179294,640.681169979535
-24.104196571056,22.8023307920598,634.727189171556,-1.40980405929356,9.65719569561891,640.962387792077
-23.6101416049472,23.1444172228845,633.890374752733,-2.04328664114318,9.32120002523106,641.298769339148
-23.0820197310783,23.4504220540234,633.001327398591,-2.71966479951852,8.95633874642222,641.688710968064
-22.5164165960617,23.7124841752551,632.071853330617,-3.42930665044914,8.56578908928353,642.128106946852
-21.9102332331904,23.9255862858576,631.11093585811,-4.1632874300758,8.15380596542394,642.609208359242
-21.260198925399,24.0858195314527,630.129219404513,-4.91379654087,7.725482737,643.12566344789
-20.5633891231764,24.1903064388417,629.137253539887,-5.67324995005131,7.28761457202296,643.671271354175
-19.8179809520614,24.2379079830437,628.143339886969,-6.4374398323808,6.84692215332929,644.240465281109
-19.0233098969547,24.2289776748288,627.15790356305,-7.20566194349738,6.40936395141973,644.830605644883
-18.1795305981611,24.1639359702846,626.189949349884,-7.98069635474196,5.98243677060384,645.44075208047
-17.2877519541309,24.0436581866657,625.248594584369,-8.76880687453361,5.57262043218554,646.071766171549
-16.3505835613842,23.8690470856582,624.345224468667,-9.57848970212048,5.18566068696852,646.728875019758
-15.3728874049508,23.6384948766176,623.493243660169,-10.4185955646859,4.82569104530495,647.42010714235
-14.3606987060148,23.3500938396153,622.70913577856,-11.2973778815466,4.49286315707595,648.153010284383
-13.321511079048,22.9999350315766,622.01338390399,-12.2222620786666,4.18619575815761,648.937128914107
-12.264318722324,22.5816288976607,621.430180163916,-13.1986601867346,3.89977043943725,649.782736108902
-11.1988571515055,22.0886260329718,620.985817227067,-14.2289079314761,3.62655891704716,650.6987186813
-10.1353520863337,21.5141263675598,620.708376259412,-15.3116402679163,3.35916320921709,651.69043754874
-9.08422475649137,20.851144680585,620.626549424704,-16.4409118431779,3.08991051926665,652.756203091111
-8.0556897592715,20.0933805242854,620.767946309034,-17.6062310802151,2.81323658201396,653.886067471439
-7.05940920332183,19.2367959099198,621.156969714952,-18.7919317993125,2.52699227097175,655.061792655903
-6.10492800709326,18.2806157209887,621.81301100283,-19.9788448898654,2.23215436895338,656.258144419305
-5.20140322831176,17.2268615449331,622.750484668519,-21.1479203458124,1.93210966961072,657.445721531085
-4.35752432016791,16.0804217831611,623.976129773705,-22.2780147061461,1.62977074035848,658.591478703252
-3.58180425346751,14.8500459216559,625.485429357683,-23.3520058043645,1.33047995860832,659.663844445456
-2.88310056588867,13.5503120003431,627.264004118207,-24.3555296478811,1.03926667905994,660.633004343633
-2.26790047956167,12.1999621069342,629.286081920305,-25.2771771396068,0.760761413321213,661.474469538288
-1.7410131790086,10.822411695119,631.515012571579,-26.1102508049245,0.498752487949119,662.171069170773
-1.30681364755305,9.44629516564069,633.90428848331,-26.8518425646373,0.255795750345652,662.713113092508
-0.966761984708198,8.1025901450146,636.396727135385,-27.5015963563064,0.0331581920138831,663.097231546879
-0.721524259066832,6.8250761331836,638.929919050353,-28.06297834221,-0.17009046026,663.32552860434
-0.571543726780261,5.64692729713207,641.437962694894,-28.5429145044458,-0.356363218272145,663.406978407256
-0.517052624978542,4.59772563468303,643.853485616021,-28.9489199669481,-0.525138938624408,663.353325367373
-0.558467110382816,3.70408808477636,646.113324830331,-29.2887272559272,-0.675548433129802,663.178876622816
-0.695554945972402,2.9848414291284,648.159163220465,-29.5712842992179,-0.803822841259818,662.898794949286
-0.928081786068728,2.45254439853024,649.939681402347,-29.8044094994865,-0.905425561744192,662.525853390084
-1.25535736676715,2.11404380137182,651.412143027122,-29.9949909320749,-0.976806910259272,662.07074064468
-1.67373388178281,1.96714712217623,652.542932302914,-30.1500104932537,-1.01527226478443,661.542134362557
-2.17697276321356,2.00287923775026,653.311328682153,-30.274656469074,-1.01931589277943,660.944146490533
-2.7553898369435,2.20532945114245,653.707773369767,-30.3717555931344,-0.987620088456786,660.276256472125
-3.39640206848666,2.55225053870235,653.733356014716,-30.4437813003585,-0.91791472403894,659.534247120579
-4.08678613391733,3.01682018090663,653.40117384124,-30.4898378020819,-0.808012373082437,658.709025628315
-4.81327016557831,3.56702700337545,652.732603873681,-30.5096220265429,-0.655675728045008,657.791013030587
