St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
3.388764,-0.167338,-14.887015,1.753415,3.017873,-7.85246,-10.986004,-3.452659,9.876024,-6.225128,-0.748803,11.036313,30.328735,-2.144391,-16.515295,44.117977,0.446752,-25.617813,-2.117075,6.704799,16.996672,-16.485462,1.040114,14.471668
3.352266,-0.16695,-14.848695,1.771994,3.068218,-7.816077,-10.875477,-3.476497,9.872329,-6.095289,-0.67518,11.102989,30.639723,-2.158026,-16.590706,44.43047,0.525774,-25.804007,-2.456377,6.655267,17.10766,-16.65593,1.002664,14.427263
3.315526,-0.164818,-14.808924,1.79133,3.118415,-7.779289,-10.76052,-3.494967,9.873626,-5.965031,-0.601758,11.167196,30.959469,-2.16788,-16.674282,44.739517,0.604194,-25.989841,-2.78948,6.599997,17.213573,-16.820433,0.969532,14.380123
3.278591,-0.160766,-14.767898,1.811514,3.168444,-7.742214,-10.641222,-3.507964,9.879991,-5.834424,-0.528747,11.228474,31.287758,-2.173794,-16.766134,45.04472,0.681515,-26.174755,-3.116474,6.539139,17.314236,-16.978014,0.940636,14.330767
3.241512,-0.154632,-14.72581,1.832637,3.218288,-7.704962,-10.5177,-3.515394,9.891437,-5.703555,-0.456316,11.286439,31.62426,-2.175637,-16.866322,45.345699,0.757263,-26.358238,-3.437482,6.472852,17.409491,-17.127579,0.915846,14.279727
3.204338,-0.146264,-14.68284,1.854789,3.267932,-7.667652,-10.390091,-3.517183,9.907912,-5.572544,-0.384607,11.340786,31.968615,-2.173312,-16.97488,45.641975,0.830983,-26.539791,-3.75273,6.401288,17.499226,-17.267881,0.894987,14.227561
3.167125,-0.135531,-14.639152,1.87806,3.317383,-7.630387,-10.258544,-3.513273,9.929302,-5.44148,-0.313702,11.391306,32.320396,-2.16676,-17.091806,45.933178,0.902286,-26.719019,-4.062492,6.324598,17.583349,-17.397606,0.877817,14.1748
3.129928,-0.12232,-14.59489,1.90253,3.366645,-7.593276,-10.123232,-3.503631,9.95542,-5.310481,-0.24366,11.437858,32.679131,-2.155951,-17.217062,46.218861,0.970811,-26.895494,-4.367088,6.242929,17.661791,-17.515327,0.864038,14.121968
3.0928,-0.106543,-14.550184,1.928271,3.415743,-7.556407,-9.984332,-3.488243,9.986019,-5.179625,-0.174485,11.48039,33.044304,-2.140891,-17.350578,46.498642,1.036273,-27.068867,-4.666888,6.156424,17.734516,-17.619598,0.853284,14.069527
3.055799,-0.088139,-14.505149,1.955342,3.464707,-7.519865,-9.842045,-3.467122,10.020782,-5.048977,-0.106146,11.51892,33.415352,-2.12162,-17.492228,46.772186,1.098447,-27.238798,-4.962256,6.065228,17.801491,-17.70895,0.845116,14.017889
